"pair_id","guide_1","guide_2","cut_1","cut_2","deletion_bp","mean_score"
"pair_3954","spacer_229","spacer_292",7676039,7676527,488,0.533794959744627
"pair_1934","spacer_160","spacer_172",7674210,7674863,653,0.533786143247022
"pair_1194","spacer_129","spacer_160",7673598,7674210,612,0.533644505148558
"pair_4322","spacer_261","spacer_296",7676143,7676555,412,0.533559553657063
"pair_3984","spacer_230","spacer_286",7676040,7676264,224,0.533442477244065
"pair_2204","spacer_165","spacer_207",7674237,7675153,916,0.533407380711306
"pair_301","spacer_73","spacer_86",7669709,7669783,74,0.53339570178283
"pair_1078","spacer_124","spacer_152",7673576,7673824,248,0.533317672856086
"pair_3548","spacer_209","spacer_231",7675155,7676037,882,0.533301405744611
"pair_3486","spacer_207","spacer_216",7675153,7675188,35,0.533256479359677
"pair_3045","spacer_190","spacer_215",7675073,7675184,111,0.533229741126904
"pair_3350","spacer_200","spacer_241",7675131,7676088,957,0.533133807106837
"pair_1491","spacer_145","spacer_171",7673772,7674290,518,0.533114862731216
"pair_3009","spacer_189","spacer_209",7675057,7675155,98,0.533111670848871
"pair_2152","spacer_164","spacer_202",7674234,7675142,908,0.533109102774609
"pair_2788","spacer_182","spacer_188",7674944,7674971,27,0.532979670313793
"pair_2946","spacer_187","spacer_200",7674960,7675131,171,0.532943899048753
"pair_2109","spacer_163","spacer_207",7674224,7675153,929,0.532780487463852
"pair_2597","spacer_174","spacer_208",7674862,7675154,292,0.532779344878464
"pair_1840","spacer_158","spacer_182",7674205,7674944,739,0.532777716502601
"pair_927","spacer_120","spacer_153",7673563,7673828,265,0.532564296074195
"pair_1428","spacer_142","spacer_151",7673747,7673811,64,0.532558991254607
"pair_3061","spacer_191","spacer_198",7675076,7675125,49,0.532272225263071
"pair_1303","spacer_136","spacer_140",7673716,7673745,29,0.532269259199406
"pair_2032","spacer_162","spacer_174",7674217,7674862,645,0.53216146040928
"pair_1176","spacer_129","spacer_141",7673598,7673746,148,0.532030402496035
"pair_4337","spacer_268","spacer_285",7676169,7676263,94,0.532028295965263
"pair_4057","spacer_235","spacer_299",7676055,7676580,525,0.531922266823046
"pair_931","spacer_120","spacer_157",7673563,7674200,637,0.53189354667738
"pair_2402","spacer_170","spacer_171",7674269,7674290,21,0.531891107406054
"pair_660","spacer_112","spacer_125",7673232,7673577,345,0.531822766194493
"pair_1808","spacer_157","spacer_200",7674200,7675131,931,0.531698264704416
"pair_2606","spacer_174","spacer_219",7674862,7675202,340,0.531630103767905
"pair_131","spacer_42","spacer_55",7667311,7667402,91,0.53154782058738
"pair_2514","spacer_172","spacer_202",7674863,7675142,279,0.531391729173105
"pair_4217","spacer_256","spacer_280",7676127,7676227,100,0.531259244221785
"pair_1112","spacer_125","spacer_148",7673577,7673789,212,0.531093892094045
"pair_4488","spacer_279","spacer_299",7676226,7676580,354,0.530947663701109
"pair_2674","spacer_176","spacer_207",7674871,7675153,282,0.530889819476607
"pair_3149","spacer_193","spacer_231",7675078,7676037,959,0.530842285256492
"pair_4318","spacer_261","spacer_286",7676143,7676264,121,0.530818528878688
"pair_2994","spacer_189","spacer_193",7675057,7675078,21,0.530652550360751
"pair_3086","spacer_191","spacer_230",7675076,7676040,964,0.530500995416449
"pair_961","spacer_121","spacer_149",7673559,7673783,224,0.530495843034365
"pair_412","spacer_79","spacer_107",7669761,7670675,914,0.530464079055844
"pair_3297","spacer_198","spacer_230",7675125,7676040,915,0.530221354911897
"pair_4289","spacer_260","spacer_280",7676142,7676227,85,0.530204143442485
"pair_4054","spacer_235","spacer_292",7676055,7676527,472,0.530056225430938
"pair_2180","spacer_165","spacer_182",7674237,7674944,707,0.530022054845506
"pair_1367","spacer_140","spacer_146",7673745,7673779,34,0.529916651222873
"pair_2814","spacer_182","spacer_216",7674944,7675188,244,0.529871153493877
"pair_1390","spacer_140","spacer_169",7673745,7674266,521,0.52982379875231
"pair_3022","spacer_189","spacer_228",7675057,7676024,967,0.529713270939137
"pair_4471","spacer_278","spacer_288",7676232,7676266,34,0.52948069258218
"pair_2085","spacer_163","spacer_182",7674224,7674944,720,0.529395161598052
"pair_752","spacer_116","spacer_144",7673539,7673769,230,0.529285485489542
"pair_342","spacer_74","spacer_107",7669735,7670675,940,0.529082849663147
"pair_4485","spacer_279","spacer_292",7676226,7676527,301,0.529081622309001
"pair_2062","spacer_162","spacer_207",7674217,7675153,936,0.528936129935586
"pair_1429","spacer_142","spacer_152",7673747,7673824,77,0.528800014180181
"pair_3488","spacer_207","spacer_219",7675153,7675202,49,0.528404773294211
"pair_4473","spacer_278","spacer_296",7676232,7676555,323,0.528364240359635
"pair_1453","spacer_144","spacer_154",7673769,7673829,60,0.528259523839725
"pair_4025","spacer_231","spacer_300",7676037,7676593,556,0.528042064125063
"pair_4149","spacer_242","spacer_297",7676089,7676556,467,0.528027956232906
"pair_827","spacer_118","spacer_121",7673537,7673559,22,0.527937021560582
"pair_3594","spacer_212","spacer_231",7675178,7676037,859,0.527933856452839
"pair_3060","spacer_191","spacer_197",7675076,7675106,30,0.527790871936411
"pair_3011","spacer_189","spacer_212",7675057,7675178,121,0.527744121557098
"pair_3669","spacer_215","spacer_258",7675184,7676135,951,0.52754503544463
"pair_2888","spacer_185","spacer_200",7674958,7675131,173,0.527534567153403
"pair_2650","spacer_176","spacer_182",7674871,7674944,73,0.527504493610807
"pair_4231","spacer_258","spacer_268",7676135,7676169,34,0.527492278037566
"pair_2460","spacer_171","spacer_187",7674290,7674960,670,0.527459775762
"pair_968","spacer_121","spacer_156",7673559,7674196,637,0.527349894644463
"pair_4334","spacer_268","spacer_282",7676169,7676253,84,0.526968239924529
"pair_1647","spacer_153","spacer_171",7673828,7674290,462,0.526884890814479
"pair_308","spacer_73","spacer_98",7669709,7670642,933,0.526859347833567
"pair_1100","spacer_125","spacer_130",7673577,7673608,31,0.526840471171625
"pair_4000","spacer_231","spacer_259",7676037,7676141,104,0.526820645265293
"pair_972","spacer_121","spacer_160",7673559,7674210,651,0.526767639949809
"pair_1122","spacer_125","spacer_158",7673577,7674205,628,0.526660816492082
"pair_1574","spacer_149","spacer_170",7673783,7674269,486,0.526587875126771
"pair_1781","spacer_157","spacer_171",7674200,7674290,90,0.526214141417663
"pair_2807","spacer_182","spacer_208",7674944,7675154,210,0.52616868853897
"pair_438","spacer_81","spacer_92",7669767,7670631,864,0.526071848156192
"pair_1102","spacer_125","spacer_135",7673577,7673715,138,0.526045060498693
"pair_1750","spacer_156","spacer_194",7674196,7675079,883,0.526012264509643
"pair_3968","spacer_230","spacer_261",7676040,7676143,103,0.525826176699898
"pair_3271","spacer_197","spacer_230",7675106,7676040,934,0.525740001585238
"pair_4519","spacer_284","spacer_299",7676258,7676580,322,0.525628468153899
"pair_4469","spacer_278","spacer_286",7676232,7676264,32,0.52562321558126
"pair_2038","spacer_162","spacer_182",7674217,7674944,727,0.525550804069786
"pair_2824","spacer_183","spacer_194",7674941,7675079,138,0.525490334249023
"pair_3842","spacer_226","spacer_280",7676008,7676227,219,0.525466388271617
"pair_1954","spacer_160","spacer_194",7674210,7675079,869,0.525430009814988
"pair_749","spacer_116","spacer_140",7673539,7673745,206,0.525271897976157
"pair_843","spacer_118","spacer_145",7673537,7673772,235,0.52525280897815
"pair_4009","spacer_231","spacer_275",7676037,7676193,156,0.525236628865265
"pair_954","spacer_121","spacer_141",7673559,7673746,187,0.525153537297286
"pair_2373","spacer_169","spacer_189",7674266,7675057,791,0.525036663821896
"pair_2816","spacer_182","spacer_219",7674944,7675202,258,0.525019447428412
"pair_1601","spacer_151","spacer_159",7673811,7674209,398,0.525016788234762
"pair_235","spacer_70","spacer_107",7669692,7670675,983,0.524879186959498
"pair_295","spacer_73","spacer_80",7669709,7669762,53,0.524680885524003
"pair_1476","spacer_145","spacer_156",7673772,7674196,424,0.524665682062031
"pair_731","spacer_113","spacer_164",7673251,7674234,983,0.524649704839094
"pair_572","spacer_92","spacer_111",7670631,7670708,77,0.52459776997909
"pair_2141","spacer_164","spacer_191",7674234,7675076,842,0.524590496472414
"pair_2595","spacer_174","spacer_206",7674862,7675150,288,0.52444473945643
"pair_2148","spacer_164","spacer_198",7674234,7675125,891,0.524310855967862
"pair_103","spacer_39","spacer_54",7667300,7667401,101,0.524280012568053
"pair_1375","spacer_140","spacer_154",7673745,7673829,84,0.524245936326339
"pair_1480","spacer_145","spacer_160",7673772,7674210,438,0.524083427367377
"pair_868","spacer_118","spacer_170",7673537,7674269,732,0.524029053652988
"pair_1129","spacer_125","spacer_165",7673577,7674237,660,0.523905154834986
"pair_4516","spacer_284","spacer_292",7676258,7676527,269,0.52376242676179
"pair_4123","spacer_242","spacer_254",7676089,7676124,35,0.523727139736315
"pair_1728","spacer_156","spacer_170",7674196,7674269,73,0.523441926736869
"pair_1127","spacer_125","spacer_163",7673577,7674224,647,0.523278261587532
"pair_3158","spacer_194","spacer_202",7675079,7675142,63,0.523035595741072
"pair_2412","spacer_170","spacer_183",7674269,7674941,672,0.522919996476249
"pair_2503","spacer_172","spacer_191",7674863,7675076,213,0.52287312287091
"pair_1932","spacer_160","spacer_170",7674210,7674269,59,0.522859672042215
"pair_702","spacer_113","spacer_129",7673251,7673598,347,0.522790693139127
"pair_2510","spacer_172","spacer_198",7674863,7675125,262,0.522593482366359
"pair_1394","spacer_141","spacer_145",7673746,7673772,26,0.522469324714854
"pair_2739","spacer_180","spacer_200",7674926,7675131,205,0.522191248372461
"pair_2458","spacer_171","spacer_185",7674290,7674958,668,0.52205044386665
"pair_3351","spacer_200","spacer_242",7675131,7676089,958,0.521730920727855
"pair_4363","spacer_270","spacer_299",7676173,7676580,407,0.521636516557942
"pair_1557","spacer_149","spacer_153",7673783,7673828,45,0.521581658535196
"pair_3651","spacer_214","spacer_268",7675183,7676169,986,0.521485445417064
"pair_1371","spacer_140","spacer_150",7673745,7673788,43,0.521278655352168
"pair_940","spacer_120","spacer_166",7673563,7674238,675,0.521271644719306
"pair_1618","spacer_152","spacer_159",7673824,7674209,385,0.521257811160336
"pair_1419","spacer_141","spacer_170",7673746,7674269,523,0.521245569389691
"pair_2246","spacer_166","spacer_200",7674238,7675131,893,0.521076362746342
"pair_4007","spacer_231","spacer_273",7676037,7676198,161,0.521036367139922
"pair_2718","spacer_179","spacer_215",7674917,7675184,267,0.520991080609222
"pair_1561","spacer_149","spacer_157",7673783,7674200,417,0.520910909138381
"pair_3912","spacer_228","spacer_280",7676024,7676227,203,0.520874305747423
"pair_592","spacer_95","spacer_107",7670634,7670675,41,0.52074999514024
"pair_4536","spacer_287","spacer_297",7676265,7676556,291,0.520689976759628
"pair_3977","spacer_230","spacer_278",7676040,7676232,192,0.520630863402469
"pair_4545","spacer_288","spacer_301",7676266,7676591,325,0.520548609760928
"pair_2431","spacer_170","spacer_202",7674269,7675142,873,0.520465257968298
"pair_1466","spacer_144","spacer_167",7673769,7674236,467,0.520068234499904
"pair_3387","spacer_202","spacer_225",7675142,7675998,856,0.519903820661683
"pair_2147","spacer_164","spacer_197",7674234,7675106,872,0.519829502641202
"pair_3762","spacer_224","spacer_254",7675227,7676124,897,0.519814921626085
"pair_2574","spacer_174","spacer_184",7674862,7674955,93,0.519806723174187
"pair_4360","spacer_270","spacer_292",7676173,7676527,354,0.519770475165833
"pair_624","spacer_101","spacer_107",7670651,7670675,24,0.519715117925958
"pair_1126","spacer_125","spacer_162",7673577,7674217,640,0.519433904059267
"pair_4553","spacer_296","spacer_301",7676555,7676591,36,0.519432157538383
"pair_1098","spacer_125","spacer_128",7673577,7673597,20,0.519326454387267
"pair_851","spacer_118","spacer_153",7673537,7673828,291,0.519022837061413
"pair_4502","spacer_280","spacer_300",7676227,7676593,366,0.519013364037609
"pair_1743","spacer_156","spacer_187",7674196,7674960,764,0.519010595092815
"pair_4511","spacer_283","spacer_296",7676254,7676555,301,0.518956517639871
"pair_935","spacer_120","spacer_161",7673563,7674221,658,0.518893354556484
"pair_576","spacer_93","spacer_107",7670632,7670675,43,0.518876367523902
"pair_1454","spacer_144","spacer_155",7673769,7674185,416,0.518831053507445
"pair_2007","spacer_161","spacer_200",7674221,7675131,910,0.51869807258352
"pair_4006","spacer_231","spacer_272",7676037,7676186,149,0.518655873904393
"pair_145","spacer_44","spacer_56",7667347,7667403,56,0.518483290120758
"pair_3993","spacer_231","spacer_236",7676037,7676059,22,0.5184485072454
"pair_1632","spacer_153","spacer_156",7673828,7674196,368,0.518435710145294
"pair_1947","spacer_160","spacer_187",7674210,7674960,750,0.518428340398161
"pair_855","spacer_118","spacer_157",7673537,7674200,663,0.518352087664598
"pair_3811","spacer_225","spacer_288",7675998,7676266,268,0.518184173188024
"pair_2509","spacer_172","spacer_197",7674863,7675106,243,0.518112129039699
"pair_994","spacer_122","spacer_144",7673571,7673769,198,0.518074267750787
"pair_3492","spacer_207","spacer_227",7675153,7676023,870,0.518051457218617
"pair_4311","spacer_261","spacer_278",7676143,7676232,89,0.518006915037092
"pair_314","spacer_73","spacer_105",7669709,7670669,960,0.517947812630867
"pair_1636","spacer_153","spacer_160",7673828,7674210,382,0.51785345545064
"pair_2805","spacer_182","spacer_206",7674944,7675150,206,0.517834083116936
"pair_3340","spacer_200","spacer_224",7675131,7675227,96,0.517818702617624
"pair_4265","spacer_259","spacer_280",7676141,7676227,86,0.517791945177839
"pair_911","spacer_120","spacer_134",7673563,7673714,151,0.517789240755678
"pair_96","spacer_39","spacer_43",7667300,7667324,24,0.517446694539737
"pair_72","spacer_28","spacer_39",7667212,7667300,88,0.517423910166241
"pair_1791","spacer_157","spacer_183",7674200,7674941,741,0.517243030487859
"pair_3813","spacer_225","spacer_296",7675998,7676555,557,0.517067720965479
"pair_2917","spacer_186","spacer_200",7674959,7675131,172,0.517055500372059
"pair_4227","spacer_256","spacer_297",7676127,7676556,429,0.516730583325404
"pair_2453","spacer_171","spacer_180",7674290,7674926,636,0.516707125085708
"pair_4533","spacer_286","spacer_301",7676264,7676591,327,0.516691132760009
"pair_2865","spacer_184","spacer_207",7674955,7675153,198,0.516581392700493
"pair_4199","spacer_254","spacer_287",7676124,7676265,141,0.516389160263038
"pair_1402","spacer_141","spacer_153",7673746,7673828,82,0.516239352798117
"pair_3396","spacer_202","spacer_241",7675142,7676088,946,0.516223834382328
"pair_4438","spacer_275","spacer_280",7676193,7676227,34,0.516207928777811
"pair_1885","spacer_159","spacer_174",7674209,7674862,653,0.516058806780383
"pair_1388","spacer_140","spacer_167",7673745,7674236,491,0.516054646986518
"pair_2948","spacer_187","spacer_202",7674960,7675142,182,0.516033926324244
"pair_696","spacer_113","spacer_121",7673251,7673559,308,0.515913827940378
"pair_671","spacer_112","spacer_144",7673232,7673769,537,0.515704352325138
"pair_4299","spacer_260","spacer_297",7676142,7676556,414,0.515675482546104
"pair_2219","spacer_166","spacer_171",7674238,7674290,52,0.515592239459589
"pair_1406","spacer_141","spacer_157",7673746,7674200,454,0.515568603401301
"pair_309","spacer_73","spacer_99",7669709,7670646,937,0.515423861336764
"pair_262","spacer_71","spacer_107",7669705,7670675,970,0.515044814102395
"pair_1449","spacer_144","spacer_148",7673769,7673789,20,0.51497547822469
"pair_2124","spacer_164","spacer_172",7674234,7674863,629,0.514911753575701
"pair_3617","spacer_213","spacer_231",7675179,7676037,858,0.514821364733991
"pair_1376","spacer_140","spacer_155",7673745,7674185,440,0.514817465994059
"pair_1810","spacer_157","spacer_202",7674200,7675142,942,0.514788291979908
"pair_1198","spacer_129","spacer_164",7673598,7674234,636,0.514770115477237
"pair_3012","spacer_189","spacer_213",7675057,7675179,122,0.51463162983825
"pair_4116","spacer_241","spacer_288",7676088,7676266,178,0.51450418690867
"pair_3809","spacer_225","spacer_286",7675998,7676264,266,0.514326696187104
"pair_3154","spacer_194","spacer_198",7675079,7675125,46,0.514237348934325
"pair_2571","spacer_174","spacer_181",7674862,7674940,78,0.514211619781151
"pair_907","spacer_119","spacer_171",7673559,7674290,731,0.514084271821132
"pair_991","spacer_122","spacer_140",7673571,7673745,174,0.514060680237401
"pair_3326","spacer_199","spacer_254",7675136,7676124,988,0.513955689486252
"pair_1032","spacer_123","spacer_144",7673575,7673769,194,0.513856364309736
"pair_1741","spacer_156","spacer_185",7674196,7674958,762,0.513601263197466
"pair_3450","spacer_204","spacer_254",7675149,7676124,975,0.513429521491869
"pair_4118","spacer_241","spacer_296",7676088,7676555,467,0.513387734686125
"pair_712","spacer_113","spacer_145",7673251,7673772,521,0.513229615357946
"pair_1980","spacer_161","spacer_171",7674221,7674290,69,0.513213949296767
"pair_125","spacer_42","spacer_45",7667311,7667344,33,0.513087537231399
"pair_1945","spacer_160","spacer_185",7674210,7674958,748,0.513019008502811
"pair_1915","spacer_159","spacer_207",7674209,7675153,944,0.512833476306689
"pair_3179","spacer_194","spacer_230",7675079,7676040,961,0.512466119087702
"pair_3888","spacer_227","spacer_299",7676023,7676580,557,0.512421796700161
"pair_100","spacer_39","spacer_47",7667300,7667349,49,0.512387286519027
"pair_2490","spacer_171","spacer_224",7674290,7675227,937,0.512334579330871
"pair_1271","spacer_134","spacer_171",7673714,7674290,576,0.512109835495962
"pair_2580","spacer_174","spacer_190",7674862,7675073,211,0.512017105912543
"pair_4404","spacer_273","spacer_280",7676198,7676227,29,0.512007667052468
"pair_630","spacer_103","spacer_107",7670646,7670675,29,0.511991494591583
"pair_2420","spacer_170","spacer_191",7674269,7675076,807,0.511946651666103
"pair_3992","spacer_230","spacer_301",7676040,7676591,551,0.511698780581218
"pair_668","spacer_112","spacer_140",7673232,7673745,513,0.511690764811752
"pair_2427","spacer_170","spacer_198",7674269,7675125,856,0.511667011161552
"pair_474","spacer_83","spacer_92",7669772,7670631,859,0.511637436494371
"pair_2459","spacer_171","spacer_186",7674290,7674959,669,0.511571377085306
"pair_3081","spacer_191","spacer_225",7675076,7675998,922,0.511385214359488
"pair_2283","spacer_167","spacer_189",7674236,7675057,821,0.511267512056103
"pair_3981","spacer_230","spacer_283",7676040,7676254,214,0.511223140682705
"pair_3292","spacer_198","spacer_225",7675125,7675998,873,0.511105573854936
"pair_2776","spacer_181","spacer_207",7674940,7675153,213,0.510986289307457
"pair_4008","spacer_231","spacer_274",7676037,7676192,155,0.510970292042756
"pair_1369","spacer_140","spacer_148",7673745,7673789,44,0.510961890711304
"pair_3852","spacer_226","spacer_297",7676008,7676556,548,0.510937727375236
"pair_1107","spacer_125","spacer_142",7673577,7673747,170,0.510873453450215
"pair_1213","spacer_130","spacer_144",7673608,7673769,161,0.51072205730227
"pair_4381","spacer_271","spacer_299",7676174,7676580,406,0.510720621948513
"pair_4114","spacer_241","spacer_286",7676088,7676264,176,0.51064670990775
"pair_2890","spacer_185","spacer_202",7674958,7675142,184,0.510624594428895
"pair_3885","spacer_227","spacer_292",7676023,7676527,504,0.510555755308052
"pair_1457","spacer_144","spacer_158",7673769,7674205,436,0.510542402622726
"pair_289","spacer_72","spacer_107",7669706,7670675,969,0.510518577625213
"pair_161","spacer_48","spacer_56",7667350,7667403,53,0.510501241237343
"pair_3354","spacer_200","spacer_256",7675131,7676127,996,0.510433547820353
"pair_1570","spacer_149","spacer_166",7673783,7674238,455,0.510289007180307
"pair_3706","spacer_217","spacer_231",7675194,7676037,843,0.51028617331843
"pair_3016","spacer_189","spacer_217",7675057,7675194,137,0.510096438422689
"pair_1694","spacer_155","spacer_189",7674185,7675057,872,0.510030331063645
"pair_369","spacer_75","spacer_107",7669736,7670675,939,0.510028879478217
"pair_3424","spacer_203","spacer_254",7675143,7676124,981,0.509972367548556
"pair_1275","spacer_135","spacer_144",7673715,7673769,54,0.509926646629338
"pair_1029","spacer_123","spacer_140",7673575,7673745,170,0.50984277679635
"pair_322","spacer_74","spacer_81",7669735,7669767,32,0.509811420431072
"pair_3153","spacer_194","spacer_197",7675079,7675106,27,0.509755995607665
"pair_416","spacer_79","spacer_111",7669761,7670708,947,0.509718571646666
"pair_4387","spacer_272","spacer_280",7676186,7676227,41,0.509627173816939
"pair_3118","spacer_192","spacer_231",7675077,7676037,960,0.509615515532459
"pair_1891","spacer_159","spacer_182",7674209,7674944,735,0.509448150440889
"pair_2993","spacer_189","spacer_192",7675057,7675077,20,0.509425780636718
"pair_4079","spacer_236","spacer_280",7676059,7676227,168,0.509419807157946
"pair_3781","spacer_225","spacer_230",7675998,7676040,42,0.509334344008314
"pair_4326","spacer_261","spacer_301",7676143,7676591,448,0.509074832215841
"pair_4378","spacer_271","spacer_292",7676174,7676527,353,0.508854580556405
"pair_3038","spacer_190","spacer_207",7675073,7675153,80,0.508791775438849
"pair_885","spacer_119","spacer_149",7673559,7673783,224,0.50878103954185
"pair_297","spacer_73","spacer_82",7669709,7669771,62,0.508623845577808
"pair_4315","spacer_261","spacer_283",7676143,7676254,111,0.508599192317328
"pair_3209","spacer_195","spacer_231",7675095,7676037,942,0.508402965591275
"pair_313","spacer_73","spacer_104",7669709,7670660,951,0.508376891104754
"pair_346","spacer_74","spacer_111",7669735,7670708,973,0.508337342253969
"pair_1736","spacer_156","spacer_180",7674196,7674926,730,0.508257944416524
"pair_2996","spacer_189","spacer_195",7675057,7675095,38,0.508213230695534
"pair_3580","spacer_210","spacer_254",7675156,7676124,968,0.508009367700411
"pair_126","spacer_42","spacer_46",7667311,7667345,34,0.507915710191716
"pair_1565","spacer_149","spacer_161",7673783,7674221,438,0.507910717017484
"pair_976","spacer_121","spacer_164",7673559,7674234,675,0.507893250278488
"pair_921","spacer_120","spacer_147",7673563,7673788,225,0.507888746414482
"pair_1464","spacer_144","spacer_165",7673769,7674237,468,0.507786740965631
"pair_864","spacer_118","spacer_166",7673537,7674238,701,0.507730185706524
"pair_4462","spacer_277","spacer_299",7676225,7676580,355,0.507687538642194
"pair_1940","spacer_160","spacer_180",7674210,7674926,716,0.507675689721869
"pair_2551","spacer_173","spacer_200",7674859,7675131,272,0.507637462454639
"pair_2937","spacer_187","spacer_191",7674960,7675076,116,0.507515320022049
"pair_3301","spacer_198","spacer_241",7675125,7676088,963,0.507425587575582
"pair_942","spacer_120","spacer_168",7673563,7674262,699,0.507296480025338
"pair_2944","spacer_187","spacer_198",7674960,7675125,165,0.507235679517498
"pair_2426","spacer_170","spacer_197",7674269,7675106,837,0.507185657834892
"pair_1462","spacer_144","spacer_163",7673769,7674224,455,0.507159847718177
"pair_1724","spacer_156","spacer_166",7674196,7674238,42,0.507143058790405
"pair_2339","spacer_168","spacer_200",7674262,7675131,869,0.507101198052374
"pair_720","spacer_113","spacer_153",7673251,7673828,577,0.506999643441209
"pair_3023","spacer_189","spacer_229",7675057,7676039,982,0.506869299465716
"pair_1249","spacer_134","spacer_149",7673714,7673783,69,0.506806603216679
"pair_3793","spacer_225","spacer_261",7675998,7676143,145,0.506710395642937
"pair_1210","spacer_130","spacer_140",7673608,7673745,137,0.506708469788884
"pair_3826","spacer_226","spacer_254",7676008,7676124,116,0.506636910878646
"pair_3266","spacer_197","spacer_225",7675106,7675998,892,0.506624220528276
"pair_2229","spacer_166","spacer_183",7674238,7674941,703,0.506621128529785
"pair_1928","spacer_160","spacer_166",7674210,7674238,28,0.50656080409575
"pair_2144","spacer_164","spacer_194",7674234,7675079,845,0.506555620143667
"pair_1379","spacer_140","spacer_158",7673745,7674205,460,0.506528815109341
"pair_2472","spacer_171","spacer_199",7674290,7675136,846,0.506475347191039
"pair_3922","spacer_228","spacer_297",7676024,7676556,532,0.506345644851042
"pair_724","spacer_113","spacer_157",7673251,7674200,949,0.506328894044393
"pair_1799","spacer_157","spacer_191",7674200,7675076,876,0.506269685677713
"pair_825","spacer_118","spacer_119",7673537,7673559,22,0.506222218068066
"pair_947","spacer_121","spacer_129",7673559,7673598,39,0.50603423857852
"pair_3332","spacer_200","spacer_210",7675131,7675156,25,0.506013148691951
"pair_1806","spacer_157","spacer_198",7674200,7675125,925,0.505990045173161
"pair_2477","spacer_171","spacer_204",7674290,7675149,859,0.505949179196656
"pair_1272","spacer_135","spacer_140",7673715,7673745,30,0.505913059115952
"pair_4459","spacer_277","spacer_292",7676225,7676527,302,0.505821497250085
"pair_781","spacer_117","spacer_120",7673536,7673563,27,0.505682706220123
"pair_3960","spacer_230","spacer_241",7676040,7676088,48,0.505654357728959
"pair_892","spacer_119","spacer_156",7673559,7674196,637,0.505635091151948
"pair_215","spacer_70","spacer_81",7669692,7669767,75,0.505607757727422
"pair_3554","spacer_209","spacer_254",7675155,7676124,969,0.505443228264186
"pair_2790","spacer_182","spacer_190",7674944,7675073,129,0.505406449573049
"pair_859","spacer_118","spacer_161",7673537,7674221,684,0.505351895543701
"pair_2741","spacer_180","spacer_202",7674926,7675142,216,0.505281275647953
"pair_1484","spacer_145","spacer_164",7673772,7674234,462,0.505209037696056
"pair_896","spacer_119","spacer_160",7673559,7674210,651,0.505052836457293
"pair_1415","spacer_141","spacer_166",7673746,7674238,492,0.504946701443227
"pair_2506","spacer_172","spacer_194",7674863,7675079,216,0.504838246542164
"pair_3397","spacer_202","spacer_242",7675142,7676089,947,0.504820948003347
"pair_559","spacer_87","spacer_107",7669784,7670675,891,0.504818390786568
"pair_1719","spacer_156","spacer_161",7674196,7674221,25,0.504764768627582
"pair_3342","spacer_200","spacer_226",7675131,7676008,877,0.504640691870186
"pair_4555","spacer_297","spacer_300",7676556,7676593,37,0.504484703141228
"pair_2629","spacer_175","spacer_200",7674870,7675131,261,0.504327495086869
"pair_835","spacer_118","spacer_134",7673537,7673714,177,0.504247781742896
"pair_1990","spacer_161","spacer_183",7674221,7674941,720,0.504242838366963
"pair_2248","spacer_166","spacer_202",7674238,7675142,904,0.504166390021834
"pair_2122","spacer_164","spacer_170",7674234,7674269,35,0.503985282370894
"pair_4477","spacer_278","spacer_301",7676232,7676591,359,0.503879518918412
"pair_1386","spacer_140","spacer_165",7673745,7674237,492,0.503773153452245
"pair_1256","spacer_134","spacer_156",7673714,7674196,482,0.503660654826777
"pair_3331","spacer_200","spacer_209",7675131,7675155,24,0.503447009255725
"pair_878","spacer_119","spacer_141",7673559,7673746,187,0.50343873380477
"pair_4466","spacer_278","spacer_283",7676232,7676254,22,0.5034038790199
"pair_2847","spacer_183","spacer_224",7674941,7675227,286,0.503363468401067
"pair_1179","spacer_129","spacer_145",7673598,7673772,174,0.503350025996088
"pair_1123","spacer_125","spacer_159",7673577,7674209,632,0.503331250430369
"pair_1461","spacer_144","spacer_162",7673769,7674217,448,0.503315490189911
"pair_4275","spacer_259","spacer_297",7676141,7676556,415,0.503263284281458
"pair_1143","spacer_128","spacer_144",7673597,7673769,172,0.503208040517912
"pair_1384","spacer_140","spacer_163",7673745,7674224,479,0.503146260204791
"pair_3026","spacer_189","spacer_235",7675057,7676055,998,0.503130565152027
"pair_1742","spacer_156","spacer_186",7674196,7674959,763,0.503122196416121
"pair_3504","spacer_207","spacer_258",7675153,7676135,982,0.503107069756575
"pair_4146","spacer_242","spacer_288",7676089,7676266,177,0.503101300529688
"pair_1260","spacer_134","spacer_160",7673714,7674210,496,0.503078400132123
"pair_4098","spacer_241","spacer_261",7676088,7676143,55,0.503030409363582
"pair_3275","spacer_197","spacer_241",7675106,7676088,982,0.502944234248922
"pair_2943","spacer_187","spacer_197",7674960,7675106,146,0.502754326190838
"pair_1410","spacer_141","spacer_161",7673746,7674221,475,0.502568411280405
"pair_1946","spacer_160","spacer_186",7674210,7674959,749,0.502539941721467
"pair_2476","spacer_171","spacer_203",7674290,7675143,853,0.502492025253342
"pair_4012","spacer_231","spacer_279",7676037,7676226,189,0.502345696925831
"pair_2403","spacer_170","spacer_172",7674269,7674863,594,0.50226790876939
"pair_1533","spacer_147","spacer_171",7673788,7674290,502,0.502209341154765
"pair_2448","spacer_171","spacer_173",7674290,7674859,569,0.502153339167886
"pair_1204","spacer_129","spacer_170",7673598,7674269,671,0.502126270670926
